author_id,name,fields_of_study,publication_count,h_index,citation_count,avg_self_similarity,std_self_similarity
A5004172482,H. J. Haubould,Physics and Astronomy; Engineering,1,1,7,,
A5106732697,G. Sganos,Physics and Astronomy,1,1,123,,
A5004118466,Hans Von Baeyer,Physics and Astronomy; Mathematics,1,1,31,,
A5042122517,W. S. Anglin,Mathematics; Arts and Humanities; Physics and Astronomy,12,1,23,,
A5012771783,Marya Sawaf,Physics and Astronomy; Medicine,2,1,1,0.935791,0
A5012325681,Oluwasogo Adegboyega,Engineering; Physics and Astronomy,2,1,12,,
A5041234108,Miguel Angel de la Fuente Lopez,Psychology; Environmental Science; Physics and Astronomy,33,1,3,0.224389,0.17222
A5039843906,Odette Rios-Ibacache,Medicine; Physics and Astronomy,3,1,10,0.423258,0
A5039034989,F. Restini,Medicine; Physics and Astronomy,5,1,4,,
A5043415470,Andrew Salem,"Biochemistry, Genetics and Molecular Biology; Engineering; Physics and Astronomy",2,1,5,,
A5063667294,H. S. Kim,Physics and Astronomy,1,1,62,,
A5078363355,H. Venditti,Engineering; Physics and Astronomy,1,1,10,,
A5013585430,Maude Robitaille,"Medicine; Physics and Astronomy; Economics, Econometrics and Finance",4,1,1,,
A5078114348,Z. Liu,Physics and Astronomy,1,1,25,,
A5078103941,P.A. MacKenzie,Computer Science; Decision Sciences; Physics and Astronomy,1,1,2,,
A5078046348,H. Kim,Physics and Astronomy,1,1,24,,
A5078009744,R. Abouchakra,Physics and Astronomy; Engineering,1,1,1,,
A5012324740,Alan E. L. Chuah,Engineering; Physics and Astronomy,4,1,6,0.632165,0.119711
A5012117222,Dhvani Doshi,Physics and Astronomy; Chemistry; Earth and Planetary Sciences,4,1,9,0.535217,0.086345
A5020046070,C.J. Thompson,Physics and Astronomy; Medicine,1,1,5,,
A5033998161,Mark A. Samuelf,Physics and Astronomy,1,1,19,,
A5076350049,M. S. Home,Physics and Astronomy; Engineering,2,1,5,,
A5076337280,Noel Blais,"Physics and Astronomy; Medicine; Biochemistry, Genetics and Molecular Biology",2,1,7,0.769181,0
A5019940156,Catherine Beauce,Neuroscience; Physics and Astronomy; Psychology,1,1,64,,
A5107953046,S. H. Robertson,Physics and Astronomy,2,1,9,,
A5003861975,Z. Liu,Physics and Astronomy,1,1,76,,
A5075972442,Imam Maartense,Chemistry; Materials Science; Physics and Astronomy,2,1,1,0.692051,0
A5033592926,H. Kim,Physics and Astronomy,1,1,14,,
A5003565204,G. Wang,Physics and Astronomy,1,1,13,,
A5106660084,S. H. Robertson,Physics and Astronomy,1,1,53,,
A5106634332,D. Hanson,Physics and Astronomy,1,1,417,,
A5102655313,Hossein Jafarzadeh,Physics and Astronomy; Engineering; Computer Science,4,1,7,0.440461,0.030556
A5106498391,S. H. Robertson,Physics and Astronomy,1,1,6,,
A5106458995,M. Stoebe,Physics and Astronomy,1,1,173,,
A5106458877,B. Stelzer,Physics and Astronomy,1,1,22,,
A5106458052,N. Hussain,Physics and Astronomy,1,1,27,,
A5106446677,M. Stoebe,Physics and Astronomy,1,1,76,,
A5106418537,S.H. Robertson,Physics and Astronomy,1,1,28,,
A5106415308,S. H. Robertson,Physics and Astronomy,1,1,22,,
A5036616267,S.C. Bakhuizen,Arts and Humanities; Physics and Astronomy,3,1,9,,
A5106408019,M. Schram,Physics and Astronomy,1,1,28,,
A5106402582,I. Vollrath,Physics and Astronomy,1,1,221,,
A5100591678,Abdulaziz Karam Ali,Medicine; Physics and Astronomy,4,1,2,0.134678,0
A5106402570,P. Savard,Physics and Astronomy,1,1,221,,
A5099024679,Benjamin Cheung,Physics and Astronomy,4,1,7,0.861654,0.085019
A5099024678,Sara Babic,Physics and Astronomy,4,1,7,0.861654,0.085019
A5106292358,P.M. Patel,Physics and Astronomy,1,1,177,,
A5106286380,S. H. Robertson,Physics and Astronomy,1,1,67,,
A5092846891,Begum Sener,Physics and Astronomy; Social Sciences,1,1,2,,
A5011523032,E. Teimoori Barakoohi,Environmental Science; Physics and Astronomy; Health Professions,2,1,2,,
A5092599780,L. Croquette,Physics and Astronomy; Chemistry; Engineering,1,1,11,,
A5011115778,X. Li,Physics and Astronomy; Engineering,2,1,3,,
A5063580839,K. H. Chen,Engineering; Physics and Astronomy,1,1,3,,
A5063554544,A. Jessen,Environmental Science; Earth and Planetary Sciences; Physics and Astronomy,1,1,9,,
A5063526081,S. Zhang,Physics and Astronomy; Engineering; Materials Science,1,1,274,,
A5063267144,H. Kim,Physics and Astronomy,1,1,67,,
A5041677994,J. K. P. Lee,Physics and Astronomy; Chemistry,2,1,28,0.85657,0
A5077629792,J.K.P. Lee,Physics and Astronomy,1,1,167,,
A5077616790,Z. Liu,Physics and Astronomy,1,1,65,,
A5019390088,Neil Edelman,"Biochemistry, Genetics and Molecular Biology; Engineering; Physics and Astronomy",1,1,18,,
A5003397042,G. W. Brandenburgh,Physics and Astronomy,1,1,3,,
A5019351771,X. Liu,Physics and Astronomy,1,1,83,,
A5019334668,Shiyan Liu,Physics and Astronomy,1,1,35,,
A5003387296,Alex J. Hill,Chemistry; Physics and Astronomy,1,1,37,,
A5106135200,T. Kwan,Physics and Astronomy; Engineering,1,1,11,,
A5003202912,Y. Fukychi,Medicine; Physics and Astronomy,1,1,30,,
A5019205080,N. Zhang,Physics and Astronomy,1,1,1,,
A5019167407,H. A. Allard,Physics and Astronomy; Environmental Science; Earth and Planetary Sciences,6,1,1,0.084674,0.054819
A5106037302,R A Keyes,Physics and Astronomy,1,1,166,,
A5019139803,A. Helland,"Biochemistry, Genetics and Molecular Biology; Computer Science; Physics and Astronomy",1,1,2,,
A5105995538,Luis Valc rcel,Physics and Astronomy,1,1,37,,
A5033000254,E. Caroline Rigby,Engineering; Physics and Astronomy,1,1,6,,
A5105987572,H. Kim,Physics and Astronomy,1,1,54,,
A5032998573,Z. Liu,Physics and Astronomy; Engineering,1,1,26,,
A5002905898,Zavie Berenbaum,Physics and Astronomy; Engineering,1,1,1,,
A5105919706,J. Pinfold,Physics and Astronomy,1,1,94,,
A5093931946,Laurie Amen,Physics and Astronomy; Earth and Planetary Sciences,4,1,8,0.780254,0.097117
A5105892273,T. Kwan,Physics and Astronomy,1,1,11,,
A5105729431,X. Li,Physics and Astronomy; Social Sciences; Psychology,2,1,11,,
A5105842966,S. H. Robertson,Physics and Astronomy,1,1,11,,
A5018887002,M. Authier-Martin,Physics and Astronomy,1,1,10,,
A5002802287,N. Awj,Physics and Astronomy; Medicine,1,1,1,,
A5105841388,Julian Borrill,Physics and Astronomy,1,1,4,,
A5105836993,C. T. Potter,Physics and Astronomy,1,1,26,,
A5093734275,Bahar Molavi,Materials Science; Physics and Astronomy,4,1,5,0.725841,0.128539
A5105833111,M. Schram,Physics and Astronomy,1,1,281,,
A5105833025,G. Williams,Physics and Astronomy,1,1,117,,
A5105833016,W. Trischuk,Physics and Astronomy,1,1,117,,
A5105833008,T. Spreitzer,Physics and Astronomy,1,1,117,,
A5105832998,P. Savard,Physics and Astronomy,1,1,117,,
A5075254948,R. Tabti,Physics and Astronomy,2,1,18,0.804305,0
A5075100080,John O. Clayton,Physics and Astronomy,2,1,6,0.439049,0
A5074750905,Yuze Kevin Liu,Physics and Astronomy; Materials Science; Computer Science,2,1,14,0.215072,0
A5093418566,Keivan Namjou,Physics and Astronomy,8,1,10,0.675534,0.128326
A5074507972,Hongsun Seon,Engineering; Physics and Astronomy,2,1,5,0.895085,0
A5033928792,G. Smecher,Physics and Astronomy; Medicine; Chemistry,3,1,2,0.506223,0
A5074413411,Hariyanto Darmawan,"Biochemistry, Genetics and Molecular Biology; Materials Science; Physics and Astronomy",2,1,36,0.773162,0
A5097769526,A. Bakhtzad,Engineering; Physics and Astronomy,1,1,3,,
A5074061547,Harold Roussel,Physics and Astronomy; Computer Science,2,1,36,0.645113,0
A5033262675,Mark Romer,Decision Sciences; Physics and Astronomy; Engineering,3,1,62,0.17561,0
A5097743635,F.D. Gallana,Engineering; Physics and Astronomy,1,1,30,,
A5097723251,Milica Popovie,Engineering; Physics and Astronomy,1,1,12,,
A5062771681,X. Li,Physics and Astronomy,1,1,5,,
A5041052306,M. Lopez-Ayon,Physics and Astronomy; Chemical Engineering; Engineering,2,1,11,0.692114,0
A5062645081,Z. Liu,Physics and Astronomy,1,1,46,,
A5040992762,R.R. Cooney,Materials Science; Engineering; Physics and Astronomy,2,1,2,,
A5040792878,Salvador Valtierra,Materials Science; Engineering; Physics and Astronomy,2,1,13,,
A5062444131,Melodie Carluer,Materials Science; Physics and Astronomy,1,1,6,,
A5040267924,A. H. Masters,Chemistry; Social Sciences; Physics and Astronomy,2,1,1,,
A5062307388,F. Jamil Ragep,Physics and Astronomy; Arts and Humanities; Social Sciences,1,1,1,,
A5062294040,H. Kim,Physics and Astronomy,1,1,31,,
A5034528043,Sanghyeon Song,Earth and Planetary Sciences; Physics and Astronomy; Environmental Science,9,1,25,0.45818,0.221597
A5087655515,Tommy Cai,Physics and Astronomy; Engineering,3,1,9,0.828008,0.072155
A5105832982,S. Pashapour,Physics and Astronomy,1,1,117,,
A5105832970,R. Mazini,Physics and Astronomy,1,1,117,,
A5105816567,S Jeon,Physics and Astronomy,1,1,311,,
A5105781663,G. Williams,Physics and Astronomy,1,1,46,,
A5105781011,M. Schram,Physics and Astronomy,1,1,6,,
A5105780621,M. Klemetti,Physics and Astronomy,1,1,412,,
A5105780351,M. Klemetti,Physics and Astronomy,1,1,177,,
A5105728136,D. Robinson,Physics and Astronomy,1,1,3,,
A5105727725,T. Kwan,Physics and Astronomy,1,1,3,,
A5105721261,R. Hulsken,Physics and Astronomy,1,1,33,,
A5105720764,J. P. Mc Gowan,Physics and Astronomy,1,1,13,,
A5105715118,S. Saha,Physics and Astronomy,1,1,15,,
A5105703234,T. Kwan,Physics and Astronomy,1,1,76,,
A5105699507,M Stoebe,Physics and Astronomy,1,1,166,,
A5105691278,D. Lindemann,Physics and Astronomy,1,1,40,,
A5105690244,R. Mazini,Physics and Astronomy,1,1,94,,
A5002398807,Mahmoudreze Aghighi,Engineering; Physics and Astronomy,1,1,1,,
A5105687891,I. Vollrath,Physics and Astronomy,1,1,29,,
A5105687888,W. Trischuk,Physics and Astronomy,1,1,29,,
A5105685144,S. H. Robertson,Physics and Astronomy,1,1,72,,
A5105644231,R. Hulsken,Physics and Astronomy,1,1,13,,
A5105641694,T. Kwan,Physics and Astronomy,1,1,14,,
A5105641528,A Ambler,Physics and Astronomy,1,1,22,,
A5105633947,Gerard Vermeulen,Physics and Astronomy,1,1,4,,
A5105627965,R. A. Keyes,Physics and Astronomy,1,1,15,,
A5105619191,Bertrand Chapleau,Physics and Astronomy,1,1,29,,
A5072812519,Ali Daher,Computer Science; Physics and Astronomy,2,1,6,0.862267,0
A5105582650,S. H. Robertson,Physics and Astronomy,1,1,15,,
A5105576601,B. A. Roberts,Physics and Astronomy,1,1,9,,
A5018361094,H. Kim,Physics and Astronomy,1,1,66,,
A5105576582,D. Pudzha,Physics and Astronomy,1,1,9,,
A5072752401,L. R. Chen,Engineering; Physics and Astronomy,2,1,15,0.557904,0
A5105572831,C. Nelson,Physics and Astronomy,1,1,14,,
A5105572724,Z. Li,Physics and Astronomy,1,1,14,,
A5105572723,Z. Li,Physics and Astronomy,1,1,14,,
A5105557999,Z Li,Physics and Astronomy,1,1,11,,
A5105554701,S. H. Robertson,Physics and Astronomy,1,1,37,,
A5072571292,Abdullah S. Al-Amro,Medicine; Physics and Astronomy,2,1,52,,
A5105546418,S. H. Robertson,Physics and Astronomy,1,1,44,,
A5105539572,M. Stoebe,Physics and Astronomy,1,1,19,,
A5105537991,A. Robichaud-Veronneau,Physics and Astronomy,1,1,17,,
A5105537827,A. Robichaud-Veronneau,Physics and Astronomy,1,1,43,,
A5105529358,S. H. Robertson,Physics and Astronomy,1,1,33,,
A5105529324,R. Mantifel,Physics and Astronomy,1,1,33,,
A5105528149,P. M. Patel,Physics and Astronomy,1,1,20,,
A5105523826,D. Lindemann,Physics and Astronomy,1,1,6,,
A5105522774,P. M. Patel,Physics and Astronomy,1,1,45,,
A5105522116,P. M. Patel,Physics and Astronomy,1,1,34,,
A5105520873,P. Savard,Physics and Astronomy,1,1,16,,
A5093280614,Aleksandr Odelskii,Environmental Science; Materials Science; Physics and Astronomy,4,1,3,0.491768,0.165029
A5092885825,Sebastien J. Avakian,Computer Science; Physics and Astronomy; Materials Science,4,1,2,0.686987,0.207155
A5086494251,Logan Fairgrieve‐Park,Medicine; Engineering; Physics and Astronomy,8,1,41,0.419398,0.260306
A5031898675,S. Jia,Computer Science; Physics and Astronomy; Materials Science,3,1,2,,
A5031205759,M. W. K. Chan,Physics and Astronomy; Engineering; Psychology,3,1,3,,
A5047838572,C. Kim,Physics and Astronomy,1,1,62,,
A5024630450,C. Gale,Physics and Astronomy; Computer Science,5,1,2,0.676568,0.083089
A5047612604,X. Chen,Physics and Astronomy; Materials Science,1,1,1,,
A5047521322,Noelia de la Cruz Hernandez,Physics and Astronomy; Engineering,1,1,15,,
A5112666316,Thomas Brunner,Medicine; Physics and Astronomy,1,1,1,,
A5018143938,C. Cohalan,Physics and Astronomy,1,1,54,,
A5105398919,Andree Robichaud-Veronneau,Physics and Astronomy,1,1,29,,
A5018118888,H. S. Kim,Physics and Astronomy,1,1,266,,
A5105396986,H. Schulz,Physics and Astronomy,1,1,105,,
A5018104160,Z. Liu,Physics and Astronomy,1,1,209,,
A5105369084,S. Lai,Physics and Astronomy,1,1,6,,
A5105365980,P. M. Patel,Physics and Astronomy,1,1,7,,
A5105361636,R. A. Keyes,Physics and Astronomy,1,1,92,,
A5032086265,X. Chen,Physics and Astronomy; Materials Science,1,1,1,,
A5105360774,S. H. Robertson,Physics and Astronomy,1,1,16,,
A5105358864,V Topor Pop,Physics and Astronomy,1,1,311,,
A5105358408,Rodger Mantifel,Physics and Astronomy,1,1,29,,
A5105355388,M. Schram,Physics and Astronomy,1,1,42,,
A5105338464,K. Ragan,Physics and Astronomy,1,1,47,,
A5010077574,Axel Hundemer,Mathematics; Physics and Astronomy,4,1,5,,
A5112474312,Maxime Jaques,Engineering; Physics and Astronomy,1,1,55,,
A5105307514,S. Pashapour,Physics and Astronomy,1,1,12,,
A5105304641,Rodger Mantifel,Physics and Astronomy,1,1,155,,
A5105299804,S. H. Robertson,Physics and Astronomy,1,1,105,,
A5105299545,W. Trischuk,Physics and Astronomy,1,1,13,,
A5105290889,Marina Olivares-Pla,Physics and Astronomy; Medicine,1,1,1,,
A5105285287,M. Schram,Physics and Astronomy,1,1,53,,
A5017827377,Naji El-Khouri,Physics and Astronomy,1,1,1,,
A5105284329,D. J. J. Mangeol,Physics and Astronomy,1,1,78,,
A5105283112,O. Stelzer-Chilton,Physics and Astronomy,1,1,12,,
A5017817334,H. Kim,Physics and Astronomy,1,1,99,,
A5105281708,M. Klemetti,Physics and Astronomy,1,1,53,,
A5105281361,S. H. Robertson,Physics and Astronomy,1,1,66,,
A5105275575,D. G. Stairs,Physics and Astronomy; Chemistry; Engineering,1,1,12,,
A5105275369,P. M. Patel,Physics and Astronomy,1,1,75,,
A5031779729,Julien Marcil,Physics and Astronomy; Engineering,1,1,1,,
A5001689823,J. Idarraga,Computer Science; Physics and Astronomy,1,1,5,,
A5105265345,J. Mc Donald,Physics and Astronomy; Computer Science,1,1,29,,
A5105262104,Bertrand Chapleau,Physics and Astronomy,1,1,155,,
A5105261298,R. Mantifel,Physics and Astronomy,1,1,180,,
A5105259008,S. H. Robertson,Physics and Astronomy,1,1,70,,
A5031736250,L. Davey,Physics and Astronomy,1,1,4,,
A5105250002,P.-H. Beauchemin,Physics and Astronomy,1,1,64,,
A5105248234,M. Schram,Physics and Astronomy,1,1,70,,
A5105247147,J. Mc Donald,Physics and Astronomy,1,1,178,,
A5105244455,K. W. Edwards,Physics and Astronomy,1,1,16,,
A5105243135,P. M. Patel,Physics and Astronomy,1,1,16,,
A5105240148,Andree Robichaud-Veronneau,Physics and Astronomy,1,1,155,,
A5105240101,Steven Robertson,Physics and Astronomy,1,1,155,,
A5105239985,Richard Teuscher,Physics and Astronomy,1,1,155,,
A5017644080,S. J. Lee,Computer Science; Physics and Astronomy,1,1,18,,
A5105238587,A. Robichaud-Veronneau,Physics and Astronomy,1,1,75,,
A5105238452,S.H. Robertson,Physics and Astronomy,1,1,177,,
A5105238451,D.J. J. Mangeol,Physics and Astronomy,1,1,177,,
A5105237236,S. H. Robertson,Physics and Astronomy,1,1,173,,
A5105233415,S. H. Robertson,Physics and Astronomy,1,1,40,,
A5105232786,S. H. Robertson,Physics and Astronomy,1,1,146,,
A5071973545,Hossein Hejazian,"Physics and Astronomy; Economics, Econometrics and Finance; Medicine",2,1,35,,
A5008632282,Alexander Gass,Physics and Astronomy; Earth and Planetary Sciences; Chemistry,2,1,29,0.963678,0
A5091849402,H. B. Wang,Materials Science; Physics and Astronomy,1,1,3,,
A5091796890,H. Kim,Physics and Astronomy,1,1,16,,
A5091609745,Z. T. Wang,Physics and Astronomy,1,1,11,,
A5061023072,Nick Park,Physics and Astronomy,1,1,2,,
A5060920481,Z. Liu,Physics and Astronomy,1,1,122,,
A5060901873,H. Kim,Physics and Astronomy,1,1,4,,
A5047173016,J.K.P Lee,Physics and Astronomy; Chemistry,1,1,4,,
A5046818445,P. Vamsy,Engineering; Physics and Astronomy,1,1,3,,
A5046812159,T. P. Holden,Materials Science; Physics and Astronomy,1,1,4,,
A5046713989,F. Johns,Physics and Astronomy,1,1,23,,
A5021512115,Farimah Poursafaei,Physics and Astronomy; Computer Science; Engineering,9,1,33,0.539857,0.1444
A5001493772,A.A. Al-Quraini,Materials Science; Engineering; Physics and Astronomy,1,1,2,,
A5031437054,Jihane Kamil,Physics and Astronomy; Engineering,1,1,4,,
A5084527356,Dennis Kan,Engineering; Physics and Astronomy,3,1,2,0.712485,0.111192
A5017479682,S. Petsalis,Engineering; Physics and Astronomy,1,1,31,,
A5001419994,Jon Hiltz,Physics and Astronomy; Materials Science; Earth and Planetary Sciences,1,1,4,,
A5031304077,G. A. Plattner,Physics and Astronomy,1,1,1,,
A5031272294,J.K.P. Lee,Physics and Astronomy,1,1,13,,
A5007809781,Margaret Bruna,Physics and Astronomy; Earth and Planetary Sciences,2,1,3,0.968016,0
A5111996599,Bing-An Li,Physics and Astronomy,1,1,2,,
A5001195273,H. Kim,Physics and Astronomy,1,1,231,,
A5001171481,C.-Y. Li,Engineering; Physics and Astronomy,1,1,6,,
A5017243581,Sandro Papais,Physics and Astronomy; Engineering,1,1,6,,
A5017195613,Paul D. Morin,Engineering; Physics and Astronomy,1,1,1,,
A5031109041,J. Jaworzyn,"Chemistry; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",1,1,15,,
A5111918861,A. Ben el Fassi,Medicine; Physics and Astronomy,1,1,4,,
A5111908866,P-V Cicek,Engineering; Physics and Astronomy,1,1,24,,
A5000981788,C Durandet,Physics and Astronomy,1,1,2,,
A5006961634,Jeffrey Kirman,Materials Science; Physics and Astronomy,2,1,4,,
A5030877658,J. Merebashvili,Physics and Astronomy,1,1,29,,
A5039341177,M. Angeles Laguna Gomez,Engineering; Physics and Astronomy; Environmental Science,2,1,7,0.379074,0
A5038816552,L. Parameswaran,Engineering; Medicine; Physics and Astronomy,2,1,393,0.657938,0
A5070231740,K. GowriSankaran,Physics and Astronomy,2,1,31,,
A5105214337,S. H. Robertson,Physics and Astronomy,1,1,18,,
A5105209974,M. Schram,Physics and Astronomy,1,1,295,,
A5105205917,A. Antonov,Physics and Astronomy,1,1,38,,
A5091268861,Mircea-Vlad Radulescu,Physics and Astronomy; Engineering; Computer Science,1,1,4,,
A5105193101,Steven Robertson,Physics and Astronomy,1,1,29,,
A5060833257,G Moore,Physics and Astronomy; Computer Science; Earth and Planetary Sciences,1,1,2,,
A5105402742,Khadija Iqbal,Physics and Astronomy; Materials Science; Chemistry,2,1,19,0.165898,0
A5105190522,P. M. Patel,Physics and Astronomy,1,1,6,,
A5105187318,S.H. Robertson,Physics and Astronomy,1,1,45,,
A5105183416,S. H. Robertson,Physics and Astronomy,1,1,125,,
A5105182407,R. L. McCarthy,Physics and Astronomy,1,1,105,,
A5105160950,O. Stelzer-Chilton,Physics and Astronomy,1,1,33,,
A5091176349,C. Papavassiliou,Physics and Astronomy,1,1,26,,
A5105084004,Nicolas Brodush,Engineering; Physics and Astronomy,1,1,1,,
A5060390774,C.I. Thompson,Medicine; Physics and Astronomy,1,1,1,,
A5060359182,Bradely J. Siwick,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Materials Science",1,1,78,,
A5060296662,A.M. Bergman,Physics and Astronomy; Engineering,1,1,1,,
A5046127722,Laura Chalk,Physics and Astronomy; Engineering; Earth and Planetary Sciences,1,1,38,,
A5046107474,H. Kim,Physics and Astronomy,1,1,7,,
A5090606481,Z. Liu,Physics and Astronomy,1,1,33,,
A5016849083,H. Kim,Physics and Astronomy,1,1,86,,
A5081887178,G. L. Moore,Physics and Astronomy; Engineering,3,1,6,0.353394,0
A5016784232,B G Multimani,Physics and Astronomy; Earth and Planetary Sciences,1,1,13,,
A5016626145,Y. Ye,Physics and Astronomy,1,1,96,,
A5006734899,J. -F. Cliche,Physics and Astronomy,2,1,4,0.49407,0
A5097147288,Jean‐Francois Leberre,Physics and Astronomy; Materials Science; Engineering,1,1,5,,
A5006305661,Harrisonn Griffin,Physics and Astronomy; Chemical Engineering,2,1,10,0.990233,0
A5097091240,Nava Garisto-Zaritsky,Physics and Astronomy,1,1,3,,
A5005801433,M. A. Dobbs,Physics and Astronomy; Earth and Planetary Sciences,2,1,11,0.566779,0
A5097027786,Tanya Matitia,Physics and Astronomy; Environmental Science,1,1,3,,
A5090576430,P. Bartzakos,Medicine; Physics and Astronomy,1,1,1,,
A5069881626,S Robertson,Computer Science; Physics and Astronomy,2,1,22,,
A5038465828,Julian Self,Physics and Astronomy; Mathematics; Computer Science,2,1,7,,
A5081530192,R. Saldanha,Environmental Science; Physics and Astronomy; Health Professions,4,1,2,,
A5038370697,Tracy Cole,Medicine; Physics and Astronomy; Social Sciences,2,1,1,,
A5069471404,Mathieu Perreault,Physics and Astronomy; Computer Science; Social Sciences,2,1,26,,
A5090259012,H. Kim,Physics and Astronomy,1,1,8,,
A5038296296,John Ström-Olsen,Physics and Astronomy; Engineering; Materials Science,2,1,2,,
A5038293477,Nicolas Choux,Physics and Astronomy; Earth and Planetary Sciences; Engineering,2,1,20,,
A5090250955,Z. Liu,Physics and Astronomy,1,1,52,,
A5080892895,Jianyu Li,Engineering; Physics and Astronomy; Materials Science,4,1,3,,
A5002680736,Cuc T K Lý,Physics and Astronomy,4,1,1,0.650821,0.225906
A5079308883,Mélisande Fortin Boisvert,Physics and Astronomy; Mathematics,4,1,2,0.658364,0
A5026112239,Dylan Caverly,Engineering; Decision Sciences; Physics and Astronomy,3,1,4,0.399015,0.049654
A5045670750,W. S. Boyle,Physics and Astronomy; Chemistry,1,1,23,,
A5045646576,D. Oyama,Physics and Astronomy; Engineering,1,1,5,,
A5104855141,Derek Nowrouzezahrai,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Engineering",1,1,2,,
A5045616196,Jody Vaillancourt,Earth and Planetary Sciences; Engineering; Physics and Astronomy,1,1,109,,
A5104806248,P. M. Patel,Physics and Astronomy,1,1,70,,
A5103784845,Li Heng Liang,Environmental Science; Physics and Astronomy; Medicine,2,1,2,,
A5103603876,Keith Vanderlinde,Physics and Astronomy,2,1,3,,
A5045421757,Z. Liu,Physics and Astronomy,1,1,82,,
A5103428393,Popat M. Patel,Physics and Astronomy; Engineering,2,1,2,,
A5016157165,M. Ghalambor-Dezfuli,Physics and Astronomy,1,1,8,,
A5121016009,Malcolm Meyn,"Biochemistry, Genetics and Molecular Biology; Materials Science; Physics and Astronomy",1,1,1,,
A5120976183,Zhen Dai,"Biochemistry, Genetics and Molecular Biology; Materials Science; Physics and Astronomy",1,1,1,,
A5078772742,Philippe St. Jean,Computer Science; Medicine; Physics and Astronomy,3,1,7,0.573732,0
A5096910661,Jean-Christophe Nave null,Engineering; Physics and Astronomy; Mathematics,1,1,4,,
A5096899793,P. Stogornyuk,Engineering; Physics and Astronomy,1,1,24,,
A5009209328,Da-Xi Li,Physics and Astronomy; Mathematics,5,1,10,0.794067,0.041779
A5008948120,Joseph J. Hazel,Medicine; Physics and Astronomy,5,1,124,,
A5015740665,V. Seshadri,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Environmental Science",1,1,3,,
A5015663346,D. H. Ryan,Physics and Astronomy; Materials Science; Chemistry,1,1,1,,
A5076058988,F. Gennaoui,Materials Science; Engineering; Physics and Astronomy,1,1,5,,
A5089636292,Y. Ye,Physics and Astronomy,1,1,36,,
A5089512260,H. Kim,Physics and Astronomy,1,1,8,,
A5089473729,A. Loutfi,Physics and Astronomy; Medicine,1,1,5,,
A5123461384,Damiano Pasini,Engineering; Physics and Astronomy,5,1,1,0.520669,0.080903
A5089260412,B. ALSABAH,Mathematics; Physics and Astronomy,1,1,4,,
A5115028397,Simon Bernier,Engineering; Physics and Astronomy,7,1,17,0.615157,0.190577
A5102294292,Cai Yi,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",2,1,1,0.060674,0
A5067825661,T. Pereg-Barnea,Physics and Astronomy; Computer Science,2,1,1,0.53586,0
A5101801959,Yi-bo Zhong,Physics and Astronomy; Engineering,2,1,13,0.32505,0
A5101376612,Sangyong Jeon,Materials Science; Physics and Astronomy; Engineering,2,1,9,,
A5044694559,B. Thorndyke,Physics and Astronomy,1,1,35,,
A5101292855,Yonger Xie,Chemistry; Engineering; Physics and Astronomy,2,1,3,0.536359,0
A5044655181,N. Park,Physics and Astronomy,1,1,5,,
A5067192077,V. Milthers,"Physics and Astronomy; Environmental Science; Biochemistry, Genetics and Molecular Biology",2,1,9,0.285566,0
A5037525166,Avya Stolow,"Physics and Astronomy; Engineering; Biochemistry, Genetics and Molecular Biology",2,1,15,0.249035,0
A5037409328,E. L. Chuah,Physics and Astronomy; Engineering; Materials Science,2,1,5,0.52977,0
A5030433031,V. Nordmann,Environmental Science; Earth and Planetary Sciences; Physics and Astronomy,1,1,9,,
A5007353024,C. Chambers,Physics and Astronomy,5,1,1,0.410332,0.102658
A5015322001,Y. Ye,Physics and Astronomy,1,1,266,,
A5109654719,Yujing Zou,Medicine; Physics and Astronomy,10,1,1,0.422702,0.222438
A5076345669,J. Thorgrimson,Computer Science; Physics and Astronomy,3,1,8,0.591751,0
A5111458074,B. Stelzer,Physics and Astronomy,1,1,64,,
A5111436410,D. Lindemann,Physics and Astronomy; Engineering,1,1,17,,
A5015104864,G. Von Bochman,Physics and Astronomy,1,1,9,,
A5111376860,H. S. Kim,Physics and Astronomy,1,1,59,,
A5073455547,Jack Tisdell,Physics and Astronomy; Computer Science; Neuroscience,4,1,2,0.859869,0.092074
A5071517000,C. Sabau,Medicine; Physics and Astronomy; Engineering,4,1,1,0.515996,0.231982
A5089047661,G Wang,Physics and Astronomy,1,1,15,,
A5118814404,Evan Davies-Velie,Physics and Astronomy,5,1,8,0.738085,0.112048
A5116121096,Martina Elia Vitoloni,Physics and Astronomy; Medicine; Environmental Science,5,1,2,0.52027,0
A5074987306,H. S. Kim,Physics and Astronomy,1,1,49,,
A5059847019,Z. Liu,Physics and Astronomy,1,1,100,,
A5059839169,Patrick Joseph Boyle,Physics and Astronomy; Engineering,1,1,41,,
A5074864779,Alejandro Villasenor-Herrera,Engineering; Physics and Astronomy; Neuroscience,1,1,2,,
A5059615000,Marina Olivares‐Pla,Physics and Astronomy; Medicine; Engineering,1,1,6,,
A5044571780,Adam Bognat,Computer Science; Physics and Astronomy,1,1,3,,
